label,short,shortDomain,shortRange,description
opening theme,dbo:openingTheme,dbo:TelevisionShow,dbo:Work,opening theme
operating system,dbo:operatingSystem,dbo:Software,,operating system
operator,dbo:operator,,,"operator, organisation or city who is the operator of an architecturalstructure, publictransitsystem, concentrationcamp, etc. not to confuse with builder, owner or maintainer.
domain is unrestricted since organization is agent but city is place. range is unrestricted since anything can be operated."
opponent,dbo:opponent,dbo:Person,dbo:Person,opponent
opponents,dbo:opponents,dbo:MilitaryConflict,,"opponents, ""opponent in a military conflict, an organisation, country, or group of countries. """
order (taxonomy),dbo:order,dbo:Species,,order (taxonomy)
organ,dbo:organ,dbo:ReligiousBuilding,dbo:Organ,"organ, name and/or description of the organ"
organ system,dbo:organSystem,dbo:AnatomicalStructure,dbo:AnatomicalStructure,"organ system, the organ system that a anatomical structure belongs to"
organisation,dbo:organisation,,dbo:Organisation,organisation
organisation member,dbo:organisationMember,dbo:Organisation,dbo:OrganisationMember,"organisation member, identify the members of an organisation."
origin,dbo:origin,,dbo:PopulatedPlace,origin
original end point,dbo:originalEndPoint,dbo:Canal,dbo:Place,original end point
original language,dbo:originalLanguage,dbo:Work,dbo:Language,"original language, the original language of the work."
original start point,dbo:originalStartPoint,dbo:Canal,dbo:Place,original start point
origo,dbo:origo,dbo:Muscle,dbo:AnatomicalStructure,origo
orogeny,dbo:orogeny,,,orogeny
Orthologous Gene,dbo:orthologousGene,dbo:Gene,dbo:Gene,orthologous gene
other appearances,dbo:otherAppearances,dbo:OlympicResult,dbo:OlympicResult,other appearances
other branch,dbo:otherFamilyBranch,dbo:NobleFamily,dbo:Family,other branch
secondary/other fuel type,dbo:otherFuelType,dbo:PowerStation,,secondary/other fuel type
other function,dbo:otherFunction,dbo:Person,,other function
other media,dbo:otherMedia,dbo:Person,dbo:PeriodicalLiterature,other media
other occupation,dbo:otherOccupation,dbo:Person,dbo:PersonFunction,other occupation
other party,dbo:otherParty,dbo:OfficeHolder,dbo:PoliticalParty,other party
otherSportsExperience,dbo:otherSportsExperience,dbo:Athlete,dbo:Athletics,othersportsexperience
other works,dbo:otherWorks,dbo:Work,dbo:WorkSequence,"other works, tells about existence of other works."
outflow,dbo:outflow,dbo:BodyOfWater,dbo:River,outflow
owner,dbo:owner,,dbo:Agent,"owner, used as if meaning: owned by, has as its owner"
owning company,dbo:owningCompany,,dbo:Company,owning company
owning organisation,dbo:owningOrganisation,,dbo:Organisation,owning organisation
owns,dbo:owns,dbo:Agent,dbo:Thing,"owns, used as if meaning: has property rights over"
painter,dbo:painter,dbo:Artwork,dbo:Person,painter
Pandemic,dbo:pandemic,,dbo:Disease,"pandemic, global epidemic of infectious disease"
parent,dbo:parent,dbo:Person,dbo:Person,parent
parent company,dbo:parentCompany,,dbo:Company,parent company
parent mountain peak,dbo:parentMountainPeak,dbo:Mountain,dbo:Mountain,parent mountain peak
parent organisation,dbo:parentOrganisation,dbo:Organisation,dbo:Organisation,parent organisation
parentheses,dbo:parentheses,dbo:Species,,parentheses
parish,dbo:parish,dbo:PopulatedPlace,dbo:PopulatedPlace,parish
parliament,dbo:parliament,,dbo:Parliament,parliament
part,dbo:part,,,part
participates/participated in,dbo:participatingIn,dbo:MemberResistanceMovement,dbo:SocietalEvent,participates/participated in
partner,dbo:partner,dbo:Person,dbo:Person,partner
party,dbo:party,,dbo:PoliticalParty,party
past member,dbo:pastMember,,dbo:Person,past member
pastor,dbo:pastor,dbo:HistoricBuilding,dbo:Person,pastor
patent,dbo:patent,dbo:Person,,patent
patron,dbo:patron,dbo:MilitaryUnit,dbo:Person,patron
patron saint,dbo:patronSaint,,dbo:Person,patron saint
Peabody Award,dbo:peabodyAward,dbo:Comedian,dbo:Award,peabody award
People Fully Vaccinated,dbo:peopleFullyVaccinated,,dbo:VaccinationStatistics,"people fully vaccinated, vaccinationstatistics: number of people fully vaccinated."
People Vaccinated,dbo:peopleVaccinated,,dbo:VaccinationStatistics,"people vaccinated, vaccinationstatistics: number of people vaccinated."
People Vaccinated Per Hundred,dbo:peopleVaccinatedPerHundred,,dbo:VaccinationStatistics,"people vaccinated per hundred, vaccinationstatistics: total vaccination percent."
percentage,dbo:percentage,,,percentage
performer,dbo:performer,dbo:FictionalCharacter,dbo:Person,performer
event period,dbo:period,,,event period
perpetrator,dbo:perpetrator,dbo:Attack,dbo:Agent,perpetrator
person,dbo:person,dbo:PersonFunction,dbo:Person,person
person function,dbo:personFunction,dbo:Person,dbo:PersonFunction,person function
pga wins,dbo:pgaWins,dbo:Person,http://www.w3.org/2004/02/skos/core#Concept,pga wins
philosophicalSchool,dbo:philosophicalSchool,dbo:Person,,philosophicalschool
photographer,dbo:photographer,dbo:TelevisionEpisode,dbo:Person,photographer
phylum,dbo:phylum,dbo:Species,,"phylum, a rank in the classification of organisms, below kingdom and above class; also called a division, especially in describing plants; a taxon at that rank."
picture,dbo:picture,,,"picture, a picture of something or someone."
picture description,dbo:pictureDescription,,,picture description
picture format,dbo:pictureFormat,dbo:Broadcaster,,picture format
Relates an entity to the populated place in which it is located.,dbo:place,,dbo:PopulatedPlace,relates an entity to the populated place in which it is located.
place of burial,dbo:placeOfBurial,dbo:Person,dbo:Place,"place of burial, the place where the person has been buried."
place of worship,dbo:placeOfWorship,dbo:ClericalAdministrativeRegion,dbo:ReligiousBuilding,"place of worship, a religious administrative body needs to know which places of worship it"
plant,dbo:plant,dbo:Place,dbo:Plant,plant
play role,dbo:playRole,,,play role
player in team,dbo:playerInTeam,dbo:SportsTeam,dbo:Person,"player in team, a person playing for a sports team. inverseof team"
player season,dbo:playerSeason,dbo:Agent,,player season
pole driver,dbo:poleDriver,dbo:GrandPrix,dbo:Person,pole driver
pole driver country,dbo:poleDriverCountry,dbo:GrandPrix,dbo:Country,pole driver country
pole driver team,dbo:poleDriverTeam,dbo:GrandPrix,dbo:SportsTeam,pole driver team
Polish Film Award,dbo:polishFilmAward,dbo:Artist,dbo:Award,polish film award
politic government department,dbo:politicGovernmentDepartment,dbo:PopulatedPlace,,politic government department
political leader,dbo:politicalLeader,dbo:Place,dbo:PersonFunction,political leader
political majority,dbo:politicalMajority,dbo:Settlement,dbo:PoliticalParty,political majority
political party in legislature,dbo:politicalPartyInLegislature,dbo:Legislature,dbo:PoliticalParty,"political party in legislature, political party in the legislature (eg.: european people's party in the european parliament)."
political party of leader,dbo:politicalPartyOfLeader,dbo:Legislature,dbo:PoliticalParty,"political party of leader, the political party of leader."
politician,dbo:politician,dbo:PoliticalFunction,dbo:Politician,"politician, the politician exercising this function."
population,dbo:population,dbo:PopulatedPlace,dbo:Population,"population, all the inhabitants of a particular place; ex: 14200"
population place,dbo:populationPlace,dbo:EthnicGroup,dbo:PopulatedPlace,"population place, a place were members of an ethnic group are living"
total population reference,dbo:populationTotalReference,dbo:Settlement,,total population reference
portrayer,dbo:portrayer,dbo:FictionalCharacter,,portrayer
position,dbo:position,,,position
power type,dbo:powerType,dbo:MeanOfTransportation,,power type
precursor,dbo:precursor,dbo:AnatomicalStructure,dbo:Embryology,precursor
predecessor,dbo:predecessor,,,predecessor
author of preface,dbo:prefaceBy,dbo:WrittenWork,dbo:Person,author of preface
prefect,dbo:prefect,dbo:Politician,dbo:Person,prefect
prefecture,dbo:prefecture,dbo:Department,dbo:PopulatedPlace,prefecture
premiere place,dbo:premierePlace,dbo:Play,,"premiere place, the theatre and/or city the play was first performed in."
present municipality,dbo:presentMunicipality,dbo:FormerMunicipality,dbo:Municipality,present municipality
presenter,dbo:presenter,dbo:TelevisionShow,dbo:Person,presenter
president,dbo:president,,dbo:Person,president
president general council,dbo:presidentGeneralCouncil,dbo:TermOfOffice,dbo:Person,president general council
president regional council,dbo:presidentRegionalCouncil,dbo:TermOfOffice,dbo:Person,president regional council
previous demographics,dbo:previousDemographics,dbo:PopulatedPlace,dbo:Demographics,previous demographics
previous editor,dbo:previousEditor,dbo:Magazine,dbo:Person,previous editor
previous entity,dbo:previousEntity,dbo:Place,dbo:Place,previous entity
previous event,dbo:previousEvent,dbo:Event,dbo:Event,previous event
previous infrastructure,dbo:previousInfrastructure,dbo:Infrastructure,dbo:Infrastructure,previous infrastructure
previous mission,dbo:previousMission,dbo:SpaceMission,dbo:SpaceMission,previous mission
previous population,dbo:previousPopulation,dbo:PopulatedPlace,dbo:Population,previous population
previous work,dbo:previousWork,dbo:Work,dbo:Work,previous work
previous work date,dbo:previousWorkDate,dbo:Work,dbo:year,"previous work date, year when previous work was released"
primary fuel type,dbo:primaryFuelType,dbo:PowerStation,,primary fuel type
prime minister,dbo:primeMinister,,dbo:Person,prime minister
"primogenitor, first forebear",dbo:primogenitor,dbo:Family,dbo:Person,"primogenitor, first forebear"
principal,dbo:principal,dbo:EducationalInstitution,dbo:Person,"principal, principal of an educational institution (school)"
principal area,dbo:principalArea,dbo:PopulatedPlace,dbo:PopulatedPlace,principal area
principal engineer,dbo:principalEngineer,dbo:Canal,dbo:Person,principal engineer
pro team,dbo:proTeam,"dbo:Athlete,_CareerStation",dbo:SportsTeam,pro team
produced by,dbo:producedBy,dbo:Film,dbo:Company,produced by
producer,dbo:producer,dbo:Work,dbo:Agent,"producer, the producer of the creative work."
produces,dbo:produces,,,produces
product,dbo:product,dbo:Organisation,,product
production company,dbo:productionCompany,dbo:Work,dbo:Company,"production company, the company that produced the work e.g. film, musicalwork, software"
profession,dbo:profession,dbo:Person,,profession
programming language,dbo:programmingLanguage,dbo:Software,,programming language
project,dbo:project,dbo:Person,dbo:Project,project
project coordinator,dbo:projectCoordinator,dbo:ResearchProject,dbo:Organisation,"project coordinator, the coordinating organisation of the project."
project participant,dbo:projectParticipant,dbo:ResearchProject,dbo:Organisation,"project participant, a participating organisation of the project."
promotion,dbo:promotion,dbo:WrestlingEvent,,promotion
prospect league,dbo:prospectLeague,dbo:IceHockeyPlayer,dbo:SportsLeague,prospect league
prospect team,dbo:prospectTeam,dbo:IceHockeyPlayer,dbo:HockeyTeam,prospect team
provides,dbo:provides,,,provides
province,dbo:province,dbo:Place,dbo:Province,province
province link,dbo:provinceLink,dbo:Place,dbo:Province,province link
provost,dbo:provost,dbo:University,dbo:Person,provost
publisher,dbo:publisher,dbo:Work,dbo:Agent,"publisher, publisher of a work. for literal (string) use dc:publisher; for object (url) use publisher"
race,dbo:race,,dbo:Race,race
race horse,dbo:raceHorse,,dbo:Horse,race horse
race result,dbo:raceResult,dbo:Race,dbo:SportCompetitionResult,"race result, result of one racer in a sport competition"
race track,dbo:raceTrack,dbo:SportsEvent,dbo:RaceTrack,race track
radio,dbo:radio,dbo:Person,dbo:RadioStation,radio
railway line using tunnel,dbo:railwayLineUsingTunnel,dbo:RailwayTunnel,,"railway line using tunnel, railway line that is using the tunnel."
railway rolling stock,dbo:railwayRollingStock,dbo:RouteOfTransportation,,railway rolling stock
rebuilder,dbo:rebuilder,dbo:MeanOfTransportation,,rebuilder
recent winner,dbo:recentWinner,dbo:Race,dbo:Person,recent winner
record label,dbo:recordLabel,,dbo:RecordLabel,record label
recorded in,dbo:recordedIn,dbo:MusicalWork,dbo:PopulatedPlace,recorded in
rector,dbo:rector,dbo:EducationalInstitution,dbo:Person,rector
referent bourgmestre,dbo:reffBourgmestre,dbo:Settlement,dbo:Person,referent bourgmestre
regency,dbo:regency,dbo:Place,dbo:PopulatedPlace,regency
regent of,dbo:regentOf,dbo:Monarch,dbo:Monarch,"regent of, subject has served as the regent of another monarch"
region,dbo:region,,dbo:Place,"region, the regin where the thing is located or is connected to."
region served,dbo:regionServed,dbo:Organisation,dbo:Place,region served
regional council,dbo:regionalCouncil,dbo:Agent,dbo:TermOfOffice,regional council
regional language,dbo:regionalLanguage,dbo:PopulatedPlace,dbo:Language,regional language
reigning pope,dbo:reigningPope,dbo:Cleric,dbo:Pope,reigning pope
related,dbo:related,,,related
related functions,dbo:relatedFunctions,dbo:Person,dbo:List,"related functions, this property is to accommodate the list field that contains a list of related personfunctions a person holds or has held"
related mean of transportation,dbo:relatedMeanOfTransportation,dbo:MeanOfTransportation,dbo:MeanOfTransportation,related mean of transportation
related places,dbo:relatedPlaces,dbo:Place,dbo:List,"related places, this property is to accommodate the list field that contains a list of, e.g., monuments in the same town"
relation,dbo:relation,dbo:Person,dbo:Person,relation
relative,dbo:relative,dbo:Person,dbo:Person,relative
release location,dbo:releaseLocation,dbo:Work,dbo:Place,"release location, usually used with releasedate, particularly for films. often there can be several pairs so our modeling is not precise here..."
religion,dbo:religion,,,religion
religious head,dbo:religiousHead,,dbo:Person,religious head
religious head label,dbo:religiousHeadLabel,dbo:School,,religious head label
religious order,dbo:religiousOrder,dbo:Monastry,dbo:ClericalOrder,religious order
residence,dbo:residence,dbo:Person,dbo:Place,"residence, place of residence of a person."
resolution,dbo:resolution,dbo:Software,,"resolution, native resolution"
hotel,dbo:restaurant,dbo:Hotel,dbo:Building,hotel
resting place,dbo:restingPlace,dbo:Person,dbo:Place,resting place
resting place position,dbo:restingPlacePosition,dbo:Person,http://www.w3.org/2003/01/geo/wgs84_pos#SpatialThing,resting place position
retired rocket,dbo:retiredRocket,dbo:YearInSpaceflight,dbo:Rocket,retired rocket
right child,dbo:rightChild,dbo:Island,dbo:Island,right child
right tributary,dbo:rightTributary,dbo:River,dbo:River,right tributary
rival,dbo:rivalSchool,dbo:School,dbo:School,rival
branch,dbo:riverBranch,dbo:River,dbo:River,branch
branch of,dbo:riverBranchOf,dbo:River,dbo:River,branch of
river mouth,dbo:riverMouth,dbo:River,dbo:BodyOfWater,river mouth
road,dbo:road,dbo:Infrastructure,dbo:Road,road
rocket,dbo:rocket,dbo:Spacecraft,dbo:Rocket,rocket
rocket function,dbo:rocketFunction,dbo:Rocket,,"rocket function, purpose of the rocket"
A Person's role in an event,dbo:roleInEvent,dbo:Agent,dbo:Event,a person's role in an event
route activity,dbo:routeActivity,dbo:RouteStop,,"route activity, details of the activity for a road."
route end,dbo:routeEnd,dbo:RouteOfTransportation,dbo:Station,"route end, end of the route. this is where the route ends and, for u.s. roads, is either at the northern terminus or eastern terminus."
route end location,dbo:routeEndLocation,dbo:RouteOfTransportation,dbo:Place,"route end location, the end location of the route."
route junction,dbo:routeJunction,dbo:RouteOfTransportation,dbo:Station,"route junction, a junction or cross to another route."
line,dbo:routeLine,dbo:RouteStop,,"line, line of a stop on a route."
route next stop,dbo:routeNext,dbo:RouteStop,dbo:RouteStop,"route next stop, next stop on a route."
route previous stop,dbo:routePrevious,dbo:RouteStop,dbo:RouteStop,"route previous stop, previous stop on a route."
route start,dbo:routeStart,dbo:RouteOfTransportation,dbo:Station,"route start, start of the route. this is where the route begins and, for u.s. roads, is either at the southern terminus or western terminus."
route start location,dbo:routeStartLocation,dbo:RouteOfTransportation,dbo:Place,"route start location, the start location of the route."
royal anthem,dbo:royalAnthem,,,royal anthem
running mate,dbo:runningMate,,dbo:Person,running mate
rural municipality,dbo:ruralMunicipality,dbo:Road,dbo:PopulatedPlace,rural municipality
saint,dbo:saint,dbo:PopulatedPlace,dbo:Saint,saint
sales,dbo:sales,,dbo:Sales,"sales, this property holds an intermediate node of the type sales."
SAT score,dbo:satScore,dbo:School,,"sat score, most recent average sat scores"
school,dbo:school,dbo:Person,dbo:EducationalInstitution,"school, school a person goes or went to"
school board,dbo:schoolBoard,dbo:School,,school board
school patron,dbo:schoolPatron,dbo:School,dbo:Agent,school patron
Screen Actors Guild Award,dbo:screenActorsGuildAward,dbo:Actor,dbo:Award,screen actors guild award
sea,dbo:sea,dbo:Place,dbo:Sea,sea
season,dbo:season,dbo:Agent,,season
second commander,dbo:secondCommander,dbo:MilitaryUnit,dbo:Person,second commander
second driver,dbo:secondDriver,dbo:GrandPrix,dbo:Person,second driver
second driver country,dbo:secondDriverCountry,dbo:GrandPrix,dbo:Country,second driver country
secondLeader,dbo:secondLeader,,dbo:Person,secondleader
secondPopularVote,dbo:secondPopularVote,,dbo:Person,secondpopularvote
second team,dbo:secondTeam,dbo:GrandPrix,dbo:SportsTeam,second team
secretary,dbo:secretaryGeneral,dbo:Organisation,dbo:Person,secretary
seiyu,dbo:seiyu,dbo:Person,dbo:Person,seiyu
selection,dbo:selection,dbo:Astronaut,,"selection, when (or in which project) the person was selected to train as an astronaut"
senator,dbo:senator,,dbo:Person,senator
series,dbo:series,,,series
service,dbo:service,dbo:Organisation,,service
serving railway line,dbo:servingRailwayLine,dbo:Station,,"serving railway line, railway services that serve the station."
set designer,dbo:setDesigner,dbo:Film,dbo:Person,"set designer, the person who is responsible for the film set design"
settlement,dbo:settlement,dbo:Place,dbo:PopulatedPlace,settlement
settlement attached,dbo:settlementAttached,dbo:Settlement,dbo:Place,settlement attached
sexual orientation,dbo:sexualOrientation,dbo:Person,,sexual orientation
intercommunality shape,dbo:shape,dbo:Intercommunality,dbo:Community,intercommunality shape
sheading,dbo:sheading,dbo:PopulatedPlace,dbo:PopulatedPlace,sheading
crew,dbo:shipCrew,dbo:Ship,dbo:Person,crew
show,dbo:show,,dbo:TelevisionShow,show
showJudge,dbo:showJudge,dbo:TelevisionShow,dbo:Person,showjudge
shuttle,dbo:shuttle,dbo:SpaceMission,dbo:SpaceShuttle,shuttle
sibling,dbo:sibling,dbo:Person,dbo:Person,sibling
significant building,dbo:significantBuilding,dbo:Architect,dbo:Building,significant building
significant design,dbo:significantDesign,dbo:Architect,,significant design
significant project,dbo:significantProject,dbo:Person,,"significant project, a siginificant artifact constructed by the person."
SIL code,dbo:silCode,dbo:Language,,sil code
siler medalist,dbo:silverMedalist,dbo:SportsEvent,dbo:Person,siler medalist
SIMC code,dbo:simcCode,dbo:PopulatedPlace,,"simc code, should be a datatype property"
similar,dbo:similar,,,similar
list of singles,dbo:singleList,dbo:Album,dbo:SingleList,"list of singles, set of singles"
singleOf,dbo:singleOf,dbo:SingleList,dbo:Work,"singleof, single produced from an album"
sire,dbo:sire,dbo:Animal,dbo:Animal,sire
sister,dbo:sister,dbo:Woman,dbo:Person,sister
sister college,dbo:sisterCollege,dbo:College,dbo:College,sister college
sister newspaper,dbo:sisterNewspaper,dbo:Newspaper,dbo:Newspaper,sister newspaper
sister station,dbo:sisterStation,dbo:Broadcaster,dbo:Broadcaster,sister station
skills,dbo:skills,,,skills
promoted,dbo:soccerLeaguePromoted,dbo:SoccerLeagueSeason,dbo:SportsTeam,promoted
relegated teams,dbo:soccerLeagueRelegated,dbo:SoccerLeagueSeason,dbo:SportsTeam,relegated teams
season,dbo:soccerLeagueSeason,dbo:SoccerLeagueSeason,dbo:SoccerLeagueSeason,season
league champion,dbo:soccerLeagueWinner,dbo:SoccerLeagueSeason,dbo:SportsTeam,league champion
closing season,dbo:soccerTournamentClosingSeason,dbo:SoccerTournament,dbo:SoccerTournament,closing season
last champion,dbo:soccerTournamentLastChampion,dbo:SoccerTournament,dbo:SoccerClub,last champion
most steady,dbo:soccerTournamentMostSteady,dbo:SoccerTournament,dbo:SoccerClub,most steady
most successfull,dbo:soccerTournamentMostSuccesfull,dbo:SoccerTournament,dbo:SoccerClub,most successfull
opening season,dbo:soccerTournamentOpeningSeason,dbo:SoccerTournament,dbo:SoccerTournament,opening season
this season,dbo:soccerTournamentThisSeason,dbo:SoccerTournament,dbo:SoccerTournament,this season
top scorer,dbo:soccerTournamentTopScorer,dbo:SoccerTournament,dbo:SoccerPlayer,top scorer
solicitor general,dbo:solicitorGeneral,dbo:LegalCase,dbo:Person,"solicitor general, high-ranking solicitor"
solvent,dbo:solvent,dbo:ChemicalSubstance,dbo:ChemicalSubstance,solvent
solvent with bad solubility,dbo:solventWithBadSolubility,dbo:ChemicalSubstance,dbo:ChemicalSubstance,solvent with bad solubility
solvent with good solubility,dbo:solventWithGoodSolubility,dbo:ChemicalSubstance,dbo:ChemicalSubstance,solvent with good solubility
solvent with mediocre solubility,dbo:solventWithMediocreSolubility,dbo:ChemicalSubstance,dbo:ChemicalSubstance,solvent with mediocre solubility
son,dbo:son,dbo:Man,dbo:Person,son
sound recording,dbo:soundRecording,,dbo:Sound,"sound recording, sound recording somehow related to the subject"
source,dbo:source,,,source
source confluence,dbo:sourceConfluence,dbo:River,,source confluence
source confluence country,dbo:sourceConfluenceCountry,dbo:River,dbo:Country,source confluence country
source confluence mountain,dbo:sourceConfluenceMountain,dbo:River,dbo:Mountain,source confluence mountain
source confluence place,dbo:sourceConfluencePlace,dbo:River,dbo:Place,source confluence place
source confluence position,dbo:sourceConfluencePosition,dbo:River,http://www.w3.org/2003/01/geo/wgs84_pos#SpatialThing,source confluence position
source confluence region,dbo:sourceConfluenceRegion,dbo:River,dbo:Place,source confluence region
source confluence state,dbo:sourceConfluenceState,dbo:River,dbo:PopulatedPlace,source confluence state
source country,dbo:sourceCountry,dbo:Stream,dbo:Country,source country
source district,dbo:sourceDistrict,,dbo:PopulatedPlace,source district
source mountain,dbo:sourceMountain,,dbo:Mountain,source mountain
Source Name,dbo:sourceName,,dbo:VaccinationStatistics,"source name, vaccinationstatistics: source authority name."
source place,dbo:sourcePlace,,dbo:PopulatedPlace,source place
source position,dbo:sourcePosition,,http://www.w3.org/2003/01/geo/wgs84_pos#SpatialThing,source position
source region,dbo:sourceRegion,,dbo:PopulatedPlace,source region
source state,dbo:sourceState,,dbo:PopulatedPlace,source state
Source Website,dbo:sourceWebsite,,dbo:VaccinationStatistics,"source website, vaccinationstatistics: source website."
south-east place,dbo:southEastPlace,dbo:Place,dbo:Place,"south-east place, indicates another place situated south-east."
south place,dbo:southPlace,dbo:Place,dbo:Place,"south place, indicates another place situated south."
south-west place,dbo:southWestPlace,dbo:Place,dbo:Place,"south-west place, indicates another place situated south-west."
sovereign country,dbo:sovereignCountry,dbo:Place,dbo:PopulatedPlace,sovereign country
spacecraft,dbo:spacecraft,dbo:SpaceMission,dbo:Spacecraft,spacecraft
spacestation,dbo:spacestation,dbo:SpaceMission,dbo:SpaceStation,"spacestation, space station that has been visited during a space mission"
special effects,dbo:specialEffects,dbo:Film,dbo:Person,"special effects, the person who is responsible for the film special effects"
specialist,dbo:specialist,,dbo:PersonFunction,specialist
specialization,dbo:specialization,,,"specialization, points out the subject or thing someone or something is specialized in (for)."
species,dbo:species,dbo:Species,dbo:Species,species
split from party,dbo:splitFromParty,dbo:PoliticalParty,dbo:PoliticalParty,split from party
spoken in,dbo:spokenIn,dbo:Language,dbo:PopulatedPlace,spoken in
spokesperson,dbo:spokesperson,dbo:PoliticalParty,dbo:Person,spokesperson
sport,dbo:sport,,dbo:Sport,sport
sport country,dbo:sportCountry,dbo:Athlete,dbo:Country,"sport country, the country, for which the athlete is participating in championships"
sport discipline,dbo:sportDiscipline,dbo:Person,dbo:Sport,"sport discipline, the sport discipline the athlete practices, e.g. diving, or that a board member of a sporting club is focussing at"
sport governing body,dbo:sportGoverningBody,,,sport governing body
sport specialty,dbo:sportSpecialty,dbo:Athlete,dbo:Sport,"sport specialty, the sport specialty the athlete practices, e.g. 'ring' for a men's artistic gymnastics athlete"
spouse,dbo:spouse,dbo:Person,dbo:Person,"spouse, the person they are married to"
spur of,dbo:spurOf,dbo:Road,dbo:Road,spur of
spur type,dbo:spurType,dbo:Road,,spur type
Stadium,dbo:stadium,,dbo:Stadium,stadium
starring,dbo:starring,dbo:Work,dbo:Actor,starring
start point,dbo:startPoint,dbo:Place,dbo:Place,start point
start reign,dbo:startReign,dbo:Person,http://www.w3.org/2004/02/skos/core#Concept,start reign
state,dbo:state,,dbo:PopulatedPlace,state
state delegate,dbo:stateDelegate,,dbo:Person,state delegate
state of origin,dbo:stateOfOrigin,dbo:Person,dbo:Country,state of origin
state of origin team,dbo:stateOfOriginTeam,dbo:Athlete,dbo:SportsTeam,state of origin team
statistic,dbo:statistic,dbo:Statistic,,statistic
statistic label,dbo:statisticLabel,dbo:BaseballPlayer,,statistic label
stellar classification,dbo:stellarClassification,dbo:CelestialBody,http://www.w3.org/2004/02/skos/core#OrderedCollection,stellar classification
story editor,dbo:storyEditor,dbo:TelevisionShow,dbo:Person,story editor
structural system,dbo:structuralSystem,dbo:Building,,structural system
student,dbo:student,dbo:Person,dbo:Person,student
style,dbo:style,dbo:Artist,,style
stylistic origin,dbo:stylisticOrigin,dbo:MusicGenre,dbo:MusicGenre,stylistic origin
sub-classis,dbo:subClassis,dbo:Species,,"sub-classis, a subdivision within a species classis"
sub-family,dbo:subFamily,dbo:Species,dbo:Taxon,sub-family
subgenus,dbo:subGenus,dbo:Species,,"subgenus, a rank in the classification of organisms, below genus ; a taxon at that rank"
subtribus,dbo:subTribus,dbo:Species,dbo:Species,subtribus
subdivision,dbo:subdivision,,,subdivision
subdivision name of the island,dbo:subdivisionName,dbo:Island,dbo:Place,subdivision name of the island
subprefecture,dbo:subprefecture,dbo:Department,dbo:PopulatedPlace,subprefecture
subregion,dbo:subregion,dbo:Place,dbo:Place,subregion
subsequent infrastructure,dbo:subsequentInfrastructure,dbo:Infrastructure,dbo:Infrastructure,subsequent infrastructure
subsequent work,dbo:subsequentWork,dbo:Work,dbo:Work,subsequent work
subsequent work date,dbo:subsequentWorkDate,dbo:Work,dbo:year,"subsequent work date, year when subsequent work is released"
subsidiary,dbo:subsidiary,dbo:Company,dbo:Company,subsidiary
successor,dbo:successor,,,successor
summer appearances,dbo:summerAppearances,dbo:OlympicResult,dbo:OlympicResult,summer appearances
super-family,dbo:superFamily,dbo:Species,dbo:Taxon,super-family
super-order,dbo:superOrder,dbo:Species,,super-order
supertribus,dbo:superTribus,dbo:Species,dbo:Species,supertribus
superintendent,dbo:superintendent,dbo:Organisation,dbo:Person,superintendent
supplies,dbo:supplies,dbo:Artery,dbo:AnatomicalStructure,supplies
supply,dbo:supply,dbo:Place,dbo:Place,supply
symptoms,dbo:symptom,dbo:Disease,,symptoms
system of law,dbo:systemOfLaw,dbo:LegalCase,dbo:SystemOfLaw,"system of law, a referral to the relevant system of law"
taoiseach,dbo:taoiseach,,dbo:Person,"taoiseach, head of government of ireland"
target airport,dbo:targetAirport,dbo:Airline,dbo:Airport,target airport
target space station station,dbo:targetSpaceStation,dbo:Spacecraft,dbo:SpaceStation,target space station station
has taxon,dbo:taxon,dbo:Species,dbo:Taxon,has taxon
teaching staff,dbo:teachingStaff,dbo:School,,teaching staff
team,dbo:team,,dbo:SportsTeam,team
team coached,dbo:teamCoached,dbo:Athlete,dbo:SportsTeam,team coached
team manager,dbo:teamManager,dbo:Person,dbo:SportsTeam,team manager
television series,dbo:televisionSeries,,dbo:TelevisionShow,television series
tenant,dbo:tenant,dbo:ArchitecturalStructure,dbo:Organisation,tenant
term period,dbo:termPeriod,,dbo:TimePeriod,term period
territory,dbo:territory,"dbo:MilitaryConflict,_AdministrativeRegion",dbo:PopulatedPlace,territory
TERYT code,dbo:terytCode,dbo:PopulatedPlace,,"teryt code, indexing code used by the polish national official register of the territorial division of the country (teryt) to identify various entities"
third commander,dbo:thirdCommander,dbo:MilitaryUnit,dbo:Person,third commander
third driver,dbo:thirdDriver,dbo:GrandPrix,dbo:Person,third driver
third driver country,dbo:thirdDriverCountry,dbo:GrandPrix,dbo:Country,third driver country
third team,dbo:thirdTeam,dbo:GrandPrix,dbo:SportsTeam,third team
thumbnail,dbo:thumbnail,,dbo:Image,"thumbnail, reserved for dbpedia."
time zone,dbo:timeZone,dbo:Place,,time zone
Tony Award,dbo:tonyAward,dbo:Artist,dbo:Award,tony award
country top level (tld),dbo:topLevelDomain,dbo:Country,dbo:TopLevelDomain,country top level (tld)
torch bearer,dbo:torchBearer,dbo:Olympics,dbo:Person,torch bearer
Total Vaccinations,dbo:totalVaccinations,,dbo:VaccinationStatistics,"total vaccinations, vaccinationstatistics: total vaccinations per date and country."
Total Vaccinations Per Hundred,dbo:totalVaccinationsPerHundred,,dbo:VaccinationStatistics,"total vaccinations per hundred, vaccinationstatistics: vaccinations per hundred."
